?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/PHIPO_0001367>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to bixafen (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_53559>	"A topoisomerase inhibitor that inhibits DNA topoisomerase IV, which catalyses ATP-dependent breakage of both strands of DNA, passage of the unbroken strands through the breaks, and rejoining of the broken strands."	
<http://purl.obolibrary.org/obo/CHEBI_33655>	"A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character."	
<http://purl.obolibrary.org/obo/GO_0022603>	"Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."	
<http://purl.obolibrary.org/obo/CHEBI_50010>	"An organosulfonic acid comprising stilbene having 4-anilino-6-[bis(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino groups at the 4 and 4'-positions and sulfo groups at the 2- and 2'-positions."	"Reaxys:8385272 PMID:7181601 PMID:11015407 CAS:4404-43-7 PMID:3061981 PMID:17252623 Beilstein:604239 PMID:15038150 PMID:2580370"
<http://purl.obolibrary.org/obo/PHIPO_0000890>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to fluconazole. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_15022>	"A molecular entity that can transfer an electron to another molecular entity."	
<http://purl.obolibrary.org/obo/CHEBI_26714>	"Any alkali metal salt having sodium(1+) as the cation."	
<http://purl.obolibrary.org/obo/GO_0097367>	"Binding to a carbohydrate derivative."	
<http://purl.obolibrary.org/obo/PHIPO_0001068>	"A host organism viability phenotype where the host organism survives in the presence of the pathogen."	
<http://purl.obolibrary.org/obo/CHEBI_29337>		
<http://purl.obolibrary.org/obo/PHIPO_0000569>	"A growth phenotype which describes the resistance of individuals or populations after exposure to netilmicin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	"An individual organism growth phenotype in which the size or extent of directional growth of hyphae is abnormal."	
<http://purl.obolibrary.org/obo/PHIPO_0000389>	"A growth phenotype which describes the resistance of individuals or populations after exposure to iprodione. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0001298>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to arborcandin C (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_46733>		
<http://purl.obolibrary.org/obo/PHIPO_0000010>	"A phenotype where the ability of a pathogen, to produce an infectious disease in another organism is abolished (pathogenicity was present and is now absent)."	
<http://purl.obolibrary.org/obo/PHIPO_0000698>	"A growth phenotype which describes the resistance of individuals or populations after exposure to trichostatin A. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_4811>	"A racemate composed of equimolar amounts of (2S,3R)- and (2R,3S)-epoxiconazole. A broad-spectrum fungicide for control of diseases caused by Ascomycetes, Basidiomycetes and Deuteromycetes. Epoxiconazole is moderately toxic to birds, honeybees, earthworms and most aquatic organisms."	"PMID:24364671 Wikipedia:Epoxiconazole Reaxys:8150613 Pesticides:epoxiconazole PMID:24274332 PMID:24550150 CAS:133855-98-8 KEGG:C11229"
<http://purl.obolibrary.org/obo/CHEBI_33338>	"A group derived from an arene by removal of a hydrogen atom from a ring carbon atom."	
<http://purl.obolibrary.org/obo/PHIPO_0001128>	"A cell signaling pathway phenotype where the molecular pattern-induced host innate immune response signaling pathway is suppressed by a pathogen. (GO:0052034)"	
<http://purl.obolibrary.org/obo/CHEBI_33675>	"A main group molecular entity that contains one or more atoms of a p-block element."	
<http://purl.obolibrary.org/obo/CHEBI_63726>	"Any compound that can be used for the treatment of neurodegenerative disorders."	
<http://purl.obolibrary.org/obo/CHEBI_167183>	"A substance which is poisonous to fish and is primarily used to eliminate dominant species of fish in water."	"Wikipedia:Piscicide"
<http://purl.obolibrary.org/obo/PHIPO_0000023>	"A pathogen penetration assay phenotype (assessing the organism's ability to penetrate a given substance/membrane) which is abnormal (i.e. different than wild-type)."	
<http://purl.obolibrary.org/obo/GO_0140352>	"The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."	
<http://purl.obolibrary.org/obo/PHIPO_0000953>	"A pathogen growth with host phenotype in which the pathogen specialized host penetration structure is present."	
<http://purl.obolibrary.org/obo/CHEBI_52651>	"A complex, very long chain, polyunsaturated fatty acid whose core structure comprises 8-oxononadeca-2,10,12,16,18-pentaenoic acid having methyl substituents at positions 3, 5, 7, 9, 11 and 15 and a 3,6-dihydropyran-6-one-2-yl group at position 19."	"CAS:88026-21-5 PMID:6874586"
<http://purl.obolibrary.org/obo/CHEBI_38502>		
<http://purl.obolibrary.org/obo/PHIPO_0000209>		
<http://purl.obolibrary.org/obo/PHIPO_0000142>	"A single organism phenotype that affects RNA binding. The relevant gene product may be encoded by the mutated gene, or by a different gene."	"FYPO:0002131"
<http://purl.obolibrary.org/obo/CHEBI_63699>	"An organic cation obtained by protonation of moxifloxacin."	
<http://purl.obolibrary.org/obo/CHEBI_65076>	"An organic cation obtained by protonation of the four free amino groups of neamine; major species at pH 7.3."	"PMID:17206729"
<http://purl.obolibrary.org/obo/PHIPO_0000323>	"The pathogen effector entity has lost the ability to activate host defense."	
<http://purl.obolibrary.org/obo/CHEBI_26708>		"WebElements:Na CAS:7440-23-5 KEGG:C01330 Gmelin:16221"
<http://purl.obolibrary.org/obo/CHEBI_37670>	"A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases)."	"Wikipedia:Protease_inhibitor_(biology)"
<http://purl.obolibrary.org/obo/PATO_0001396>	"A monadic quality of continuant that exists at the cellular level of organisation."	
<http://purl.obolibrary.org/obo/CHEBI_26045>		
<http://purl.obolibrary.org/obo/PHIPO_0000252>	"A pathogen host interaction phenotype in which the localization of an RNA in a cell is abnormal. An RNA may be observed in a place where it is not normally found, absent from a place where it is normally found, or both."	"FYPO:0003057"
<http://purl.obolibrary.org/obo/PHIPO_0000886>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to amoxicillin. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_76697>	"An isomerase inhibitor that interferes with the action of any member of the group of 'other isomerases' (EC 5.99.*.*)."	
<http://purl.obolibrary.org/obo/CHEBI_26888>	"Any member of the class of chlorobenzenes carrying four chloro groups at unspecified positions."	"CAS:12408-10-5"
<http://purl.obolibrary.org/obo/CHEBI_36027>	"Any  stilbenoid with at least one phenolic group."	
<http://purl.obolibrary.org/obo/CHEBI_75283>	"A phospholipid that is the hexadecyl monoester of phosphocholine."	"PMID:23811637 Wikipedia:Miltefosine PMID:23890327 PMID:23601234 PMID:23199340 PMID:22935677 PMID:23723490 PMID:23673723 CAS:58066-85-6 Reaxys:3690495 KEGG:D02494 PMID:23811261 PMID:23434716 PMID:23729024 PMID:22995097 Drug_Central:1810 PMID:23239091 PMID:23930349 PMID:23434530 PMID:22385017 PMID:23468121 PMID:23871798 PMID:23738749 PMID:23243111 PMID:23861311 PMID:23740007 PMID:23136856 PMID:23165465"
<http://purl.obolibrary.org/obo/PHIPO_0000823>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to cercosporamide. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0001183>	"A phenotype that is relevant to host resistance to a given pathogen."	
<http://purl.obolibrary.org/obo/CHEBI_33608>		
<http://purl.obolibrary.org/obo/CHEBI_23853>		
<http://purl.obolibrary.org/obo/PHIPO_0000892>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to boscalid. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000059>	"A population phenotype in which the frequency of occurrence of asexual spores is normal  (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_26400>	"Any ribonucleotide that has a purine nucleobase."	
<http://purl.obolibrary.org/obo/CHEBI_64898>	"An amino-acid residue carrying an overall negative charge."	
<http://purl.obolibrary.org/obo/CHEBI_30803>		"Gmelin:328933 Beilstein:3906186"
<http://purl.obolibrary.org/obo/CHEBI_33695>		
<http://purl.obolibrary.org/obo/PHIPO_0000979>	"A phenotype in which a population of a single-species shows increased sensitivity to 1,4-dithiothreitol (DTT), manifested as an affect on the extent of population growth. (CHEBI:18320)."	
<http://purl.obolibrary.org/obo/PHIPO_0001324>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to pyrimethanil (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/PHIPO_0000009>	"A phenotype where the ability of a pathogen, to produce an infectious disease in another organism is obtained (pathogenicity was absent and is now present)."	
<http://purl.obolibrary.org/obo/PHIPO_0000977>	"A phenotype in which a population of a single-species shows increased sensitivity to sodium dodecyl sulfate (SDS), manifested as an affect on the extent of population growth. (CHEBI:8984)."	
<http://purl.obolibrary.org/obo/GO_0140096>	"Catalytic activity that acts to modify a protein."	
<http://purl.obolibrary.org/obo/GO_0030435>	"The process in which a relatively unspecialized cell acquires the specialized features of a cellular spore, a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction."	"Wikipedia:Sporogenesis"
<http://purl.obolibrary.org/obo/PHIPO_0000431>	"A single species pathogen molecular function phenotype in which pathogen chitin fragment binding by a pathogen gene product does not occur. (It was present and is now absent)."	
<http://purl.obolibrary.org/obo/CHEBI_4998>	"A racemate comprising equimolar amounts of (R)- and (S)-fenarimol. A sterol demethylation inhibitor, it is used as a fungicide for the treatment of blackspot, mildew and rust in tomatoes, peppers and melons, but is not approved for use within the European Union."	"Pesticides:fenarimol PMID:22955670 Wikipedia:Fenarimol Patent:US3818009 CAS:60168-88-9 PMID:14700530 PMID:18372651 HMDB:HMDB0040599 Patent:US3869456 KEGG:C11226 Reaxys:5972869 PMID:15866470 Patent:US3887708 PMID:23664474 PMID:8637508 PMID:12146625"
