?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PHIPO_0000448>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal number of asexual pathogen spores within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000854>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to gramicidin D"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000044>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal reproduction phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001249>	<http://www.w3.org/2000/01/rdf-schema#label>	"chitin hydrolysis absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000893>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to cefepime"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001018>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal asexual spore germination"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000326>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete loss of effector of pathogenicity suppression of host defense"	
<http://purl.obolibrary.org/obo/PHIPO_0001235>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-related RNA involved in a pathogen interaction present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000079>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal sexual sporulation"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000431>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished pathogen chitin fragment binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000662>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to bacitracin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000928>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-induced reactive oxygen species absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001004>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal pathogen morphology during colonization of host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000846>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to chlorothalonil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000065>	<http://www.w3.org/2000/01/rdf-schema#label>	"asexual spores increased in size"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000200>	<http://www.w3.org/2000/01/rdf-schema#label>	"host chlorosis phenotype in presence of pathogen"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001265>	<http://www.w3.org/2000/01/rdf-schema#label>	"host hemorrhage with pathogen present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001153>	<http://www.w3.org/2000/01/rdf-schema#label>	"hyphal hyper branching"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001227>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased level of host defense-induced reducing sugar in apoplast"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000342>	<http://www.w3.org/2000/01/rdf-schema#label>	"premature pathogen cell to cell migration within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000504>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete deoxynivalenol present"	
<http://purl.obolibrary.org/obo/PHIPO_0000299>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal dissemination of pathogen sexual product"	
<http://purl.obolibrary.org/obo/PHIPO_0000678>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to paromomycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000832>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to copper sulphate"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000727>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to clofazimine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000565>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to cefixime"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000796>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to tunicamycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000944>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered level of substance in cell"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000782>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to nifurtimox"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001138>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased number of asexual reproductive structures"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000862>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to ceftazidime"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000199>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal pathogen host protein protein interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000334>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal pathogen cell to cell migration within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001034>	<http://www.w3.org/2000/01/rdf-schema#label>	"substance absent from cell"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000100>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete increased motility"	
<http://purl.obolibrary.org/obo/PHIPO_0000551>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to brassinin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000057>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal number of sexual spores"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001251>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-induced protein present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000095>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal mitosis in asexual reproduction"	
<http://purl.obolibrary.org/obo/PHIPO_0000713>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to mupirocin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001020>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to calcofluor white"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000081>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal asexual spore size"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001243>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen binding of chitin with host absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001012>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction polysaccharide localization phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000320>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete increased effector of virulence suppression of host defense"	
<http://purl.obolibrary.org/obo/PHIPO_0000073>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal number of sexual spores"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000691>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to emamectin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001047>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen toxin within host absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000177>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete yeast-form growth phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001264>	<http://www.w3.org/2000/01/rdf-schema#label>	"host physiological process affected by pathogen phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001182>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal level of deoxynivalenol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000509>	<http://www.w3.org/2000/01/rdf-schema#label>	"population phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000347>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen host interaction molecular function phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000578>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to nifurtimox"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000726>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to chloramphenicol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000564>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to mecillinam"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000795>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to carbenicillin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000622>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to erythromycin A"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000949>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen entry into host phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000861>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to cycloheximide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000987>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete altered level of substance phenotype in a pathogen host interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000333>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen cell to cell migration within host phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001033>	<http://www.w3.org/2000/01/rdf-schema#label>	"pyocyanin absent from cell"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000094>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal mitosis in asexual reproduction"	
<http://purl.obolibrary.org/obo/PHIPO_0000105>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased size of penetration structure"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000594>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to cefpodoxime proxetil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001256>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-related protein involved in a pathogen interaction present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000676>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to nitrofurantoin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001242>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen binding of chitin with host present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001063>	<http://www.w3.org/2000/01/rdf-schema#label>	"RNA absent from cell"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000756>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to resveratrol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001025>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered protein level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000228>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal pathogen host interaction biosynthesis of deoxynivalenol"	
<http://purl.obolibrary.org/obo/PHIPO_0000973>	<http://www.w3.org/2000/01/rdf-schema#label>	"autophagosome phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000214>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased pathogen host protein-protein interaction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000086>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal asexual spore motility"	
<http://purl.obolibrary.org/obo/PHIPO_0000445>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen host interaction host lesion formation phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001167>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen modulation of host immune system process phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000072>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal sexual spore shape"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000363>	<http://www.w3.org/2000/01/rdf-schema#label>	"absence of pathogen growth within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000121>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal asexual reproductive structure development"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000511>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction cell population phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000742>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to triclosan"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000580>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to sulfadimethoxine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000965>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete loss of virulence of gain of pathogenicity mutant"	
<http://purl.obolibrary.org/obo/PHIPO_0001041>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete increased level of a substance in a pathogen host interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0001159>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen tissue to tissue migration within host phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001145>	<http://www.w3.org/2000/01/rdf-schema#label>	"effector-mediated suppression of host effector triggered immunity present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000689>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to chloramphenicol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000769>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to gatifloxacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000986>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased extent of pathogen-associated host lesions"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000376>	<http://www.w3.org/2000/01/rdf-schema#label>	"premature pathogen penetration structure formation when near host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000593>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to oxacillin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000538>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to isoniazid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000755>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to amikacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000227>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction secondary metabolic process phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001062>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased RNA level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000978>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to sodium chloride"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000307>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal effector of pathogenicity"	
<http://purl.obolibrary.org/obo/PHIPO_0000134>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal protein-protein interaction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000524>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to ketoconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000419>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal carbohydrate binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000362>	<http://www.w3.org/2000/01/rdf-schema#label>	"premature pathogen penetration into host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000257>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal transport"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000120>	<http://www.w3.org/2000/01/rdf-schema#label>	"premature pathogen growth after penetration of the barrier"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000636>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to diniconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000474>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal number of lipid droplets"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000747>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to brassinin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000697>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to fosfomycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001040>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete decreased level of a substance in a pathogen host interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000243>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal pathogen host interaction protein localization to nucleus"	
<http://purl.obolibrary.org/obo/PHIPO_0001196>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-induced substance level phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000119>	<http://www.w3.org/2000/01/rdf-schema#label>	"delayed timing of pathogen growth after penetration of the barrier"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001188>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete gene-for-gene interaction phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000994>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete decreased RNA level in a pathogen host interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000392>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to thiophanate methyl"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000150>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased DNA binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000466>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete host necrotic cell death by pathogen induced hypersensitive response"	
<http://purl.obolibrary.org/obo/PHIPO_0000015>	<http://www.w3.org/2000/01/rdf-schema#label>	"reduced virulence"	
<http://purl.obolibrary.org/obo/PHIPO_0000405>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal unicellular population growth"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000763>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to moxifloxacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000628>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to resveratrol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001174>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased level of host defense-induced RNA"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000001>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen host interaction phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001039>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal cellular toxin level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000235>	<http://www.w3.org/2000/01/rdf-schema#label>	"localization phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001070>	<http://www.w3.org/2000/01/rdf-schema#label>	"host organism viability with pathogen phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000649>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to methicillin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000803>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to ketoconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000418>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal carbohydrate binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000256>	<http://www.w3.org/2000/01/rdf-schema#label>	"transport phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001102>	<http://www.w3.org/2000/01/rdf-schema#label>	"presence of pathogen asexual sporulation structures within host lesion"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000479>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased size of lipid droplet"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000696>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to copper sulphate"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000776>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to trichostatin A"@en	
